Attribute,Type,Player,Value
Playing Time Subs unSub,Highest,Thomas Strakosha,32.0
Playing Time Subs unSub,Highest,Aaron Ramsdale,31.0
Playing Time Subs unSub,Lowest,Aaron Hickey,0.0
Playing Time Subs unSub,Lowest,Abdoulaye Doucouré,0.0
Playing Time Subs unSub,Lowest,Adam Wharton,0.0
Playing Time Team Success PPM,Highest,Thomas Partey,2.71
Playing Time Team Success PPM,Highest,Aaron Ramsdale,2.67
Playing Time Team Success PPM,Highest,Kevin De Bruyne,2.67
Playing Time Team Success PPM,Lowest,Alex Iwobi,0.0
Playing Time Team Success PPM,Lowest,John Fleck,0.0
Playing Time Team Success PPM,Lowest,Matheus Nunes,0.0
Playing Time Team Success onG,Highest,William Saliba,91.0
Playing Time Team Success onG,Highest,Rodri,87.0
Playing Time Team Success onG,Highest,Declan Rice,84.0
Playing Time Team Success onG,Lowest,Alex Iwobi,0.0
Playing Time Team Success onG,Lowest,Benson Manuel,0.0
Playing Time Team Success onG,Lowest,Neal Maupay,0.0
Playing Time Team Success onGA,Highest,Anel Ahmedhodžić,89.0
Playing Time Team Success onGA,Highest,Thomas Kaminski,85.0
Playing Time Team Success onGA,Highest,Gustavo Hamer,83.0
Playing Time Team Success onGA,Lowest,Hannibal Mejbri,1.0
Playing Time Team Success onGA,Lowest,Ivan Perišić,1.0
Playing Time Team Success onGA,Lowest,Reiss Nelson,1.0
Playing Time Team Success (xG) onxG,Highest,Virgil van Dijk,82.1
Playing Time Team Success (xG) onxG,Highest,William Saliba,76.1
Playing Time Team Success (xG) onxG,Highest,Bruno Guimarães,74.0
Playing Time Team Success (xG) onxG,Lowest,Benson Manuel,0.5
Playing Time Team Success (xG) onxG,Lowest,Jaidon Anthony,0.6
Playing Time Team Success (xG) onxG,Lowest,Tawanda Chirewa,0.8
Playing Time Team Success (xG) onxGA,Highest,Thomas Kaminski,77.6
Playing Time Team Success (xG) onxGA,Highest,André Onana,68.9
Playing Time Team Success (xG) onxGA,Highest,Max Kilman,67.7
Playing Time Team Success (xG) onxGA,Lowest,Ivan Perišić,1.5
Playing Time Team Success (xG) onxGA,Lowest,Neal Maupay,1.5
Playing Time Team Success (xG) onxGA,Lowest,Tawanda Chirewa,1.5
Miscellaneous Stats Performance Fls,Highest,Conor Gallagher,83.0
Miscellaneous Stats Performance Fls,Highest,João Gomes,66.0
Miscellaneous Stats Performance Fls,Highest,Dejan Kulusevski,54.0
Miscellaneous Stats Performance Fls,Lowest,Aaron Ramsdale,0.0
Miscellaneous Stats Performance Fls,Lowest,Alex Iwobi,0.0
Miscellaneous Stats Performance Fls,Lowest,Arijanet Muric,0.0
Miscellaneous Stats Performance Fld,Highest,Bruno Guimarães,108.0
Miscellaneous Stats Performance Fld,Highest,Jordan Ayew,94.0
Miscellaneous Stats Performance Fld,Highest,Mohammed Kudus,75.0
Miscellaneous Stats Performance Fld,Lowest,Alex Iwobi,0.0
Miscellaneous Stats Performance Fld,Lowest,Alfie Gilchrist,0.0
Miscellaneous Stats Performance Fld,Lowest,Caoimhín Kelleher,0.0
Miscellaneous Stats Performance Off,Highest,Darwin Núñez,33.0
Miscellaneous Stats Performance Off,Highest,Nicolas Jackson,28.0
Miscellaneous Stats Performance Off,Highest,Dominic Calvert-Lewin,24.0
Miscellaneous Stats Performance Off,Lowest,Aaron Hickey,0.0
Miscellaneous Stats Performance Off,Lowest,Aaron Ramsdale,0.0
Miscellaneous Stats Performance Off,Lowest,Aaron Wan-Bissaka,0.0
Miscellaneous Stats Performance Crs,Highest,Alfie Doughty,340.0
Miscellaneous Stats Performance Crs,Highest,Pascal Groß,238.0
Miscellaneous Stats Performance Crs,Highest,Dwight McNeil,229.0
Miscellaneous Stats Performance Crs,Lowest,Aaron Ramsdale,0.0
Miscellaneous Stats Performance Crs,Lowest,Alisson,0.0
Miscellaneous Stats Performance Crs,Lowest,Alphonse Areola,0.0
Miscellaneous Stats Performance OG,Highest,Antonee Robinson,2.0
Miscellaneous Stats Performance OG,Highest,Daiki Hashioka,2.0
Miscellaneous Stats Performance OG,Highest,Emiliano Martínez,2.0
Miscellaneous Stats Performance OG,Lowest,Aaron Cresswell,0.0
Miscellaneous Stats Performance OG,Lowest,Aaron Hickey,0.0
Miscellaneous Stats Performance OG,Lowest,Aaron Ramsdale,0.0
Miscellaneous Stats Performance Recov,Highest,Bruno Guimarães,237.0
Miscellaneous Stats Performance Recov,Highest,Rodri,235.0
Miscellaneous Stats Performance Recov,Highest,Ryan Christie,231.0
Miscellaneous Stats Performance Recov,Lowest,Ionuț Radu,0.0
Miscellaneous Stats Performance Recov,Lowest,Mark Travers,1.0
Miscellaneous Stats Performance Recov,Lowest,Thomas Strakosha,1.0
Miscellaneous Stats Aerial Duels Won,Highest,James Tarkowski,140.0
Miscellaneous Stats Aerial Duels Won,Highest,Virgil van Dijk,140.0
Miscellaneous Stats Aerial Duels Won,Highest,Dominic Calvert-Lewin,137.0
Miscellaneous Stats Aerial Duels Won,Lowest,Aaron Ramsdale,0.0
Miscellaneous Stats Aerial Duels Won,Lowest,Alex Iwobi,0.0
Miscellaneous Stats Aerial Duels Won,Lowest,Anass Zaroury,0.0
Miscellaneous Stats Aerial Duels Lost,Highest,Carlton Morris,169.0
Miscellaneous Stats Aerial Duels Lost,Highest,Dominic Calvert-Lewin,144.0
Miscellaneous Stats Aerial Duels Lost,Highest,Dominic Solanke,135.0
Miscellaneous Stats Aerial Duels Lost,Lowest,Aaron Ramsdale,0.0
Miscellaneous Stats Aerial Duels Lost,Lowest,Alex Iwobi,0.0
Miscellaneous Stats Aerial Duels Lost,Lowest,Arijanet Muric,0.0
Miscellaneous Stats Aerial Duels Won%,Highest,Arijanet Muric,100.0
Miscellaneous Stats Aerial Duels Won%,Highest,Bart Verbruggen,100.0
Miscellaneous Stats Aerial Duels Won%,Highest,Caoimhín Kelleher,100.0
Miscellaneous Stats Aerial Duels Won%,Lowest,Aaron Ramsdale,0.0
Miscellaneous Stats Aerial Duels Won%,Lowest,Alex Iwobi,0.0
Miscellaneous Stats Aerial Duels Won%,Lowest,Anass Zaroury,0.0
